employees,volume,eps,profit,income,cash,liab,assets,cap,shares,ticker
46000,1776322,0.18,2732000000,1212000000,850000000,12367000000,17188000000,17135215616,1513730048,AMCR
15500,59307668,0.52,7929000000,3675000000,2535000000,4922000000,12419000000,189196877824,1627360000,AMD
9116,453913,0.91,2991000000,1152000000,8000000,25906000000,35735000000,22849898496,257724992,AEE
123400,17808473,-4.32,1934000000,-2548000000,273000000,73807000000,66467000000,10573712384,649160000,AAL
16688,1152412,1.15,7656200000,2603600000,403400000,64988500000,87668700000,48254873600,504547008,AEP
64000,1792503,2.74,30799000000,10689000000,21040000000,166371000000,188548000000,141200326656,757289024,AXP
6378,537666,1.45,6674900000,2829400000,1949900000,60818300000,69887900000,107623047168,455884992,AMT
6400,290889,0.73,2153000000,1640000000,116000000,18777000000,26075000000,28326383616,181724992,AWK
12000,190633,5.43,7588000000,3350000000,7127000000,170294000000,175979000000,33706082304,110577000,AMP
38000,380032,2.53,6774434000,2221859000,2547142000,56753394000,57337805000,31673796608,209136992,ABC
18500,222524,1.07,1912614000,1223170000,346772000,5026303000,11898187000,30804645888,231700992,AME
24200,1014400,3.7,19525000000,6701000000,7989000000,54465000000,61165000000,131620380672,557028992,AMGN
90000,1228189,0.52,3401800000,1989200000,1197100000,8299300000,14678400000,44971413504,598940032,APH
24700,1126381,1.54,4525012000,1328714000,1977964000,14329529000,52322071000,84463042560,523315008,ADI
5100,170815,1.12,1709493000,515354000,667667000,1840266000,6324314000,26999429120,87230000,ANSS
98200,295542,7.01,35998000000,7925000000,4880000000,61332000000,97460000000,111792521216,241304000,ANTM
50000,376611,4.28,5476000000,1931000000,496800000,30759000000,31917000000,66951634944,213944000,AON
2253,4509625,0.91,5080000000,1891000000,302000000,13308000000,13303000000,14066967552,346776000,APA
100000,52694706,1.4,152836000000,109207000000,34940000000,287912000000,351002000000,2807018553344,16319399936,AAPL
28500,1929932,1.63,10926000000,6771000000,4995000000,13578000000,25825000000,118065733632,883395008,AMAT
155000,1808746,1.06,2438000000,710000000,3139000000,9446000000,18007000000,32223985664,270513984,APTV
2993,987197,0.62,1880779000,930879000,620813000,1755829000,5734429000,41546960896,307300000,ANET
15600,126703,2.47,1161700000,783000000,2040800000,28421800000,33911500000,9886613504,55161600,AIZ
203000,13781889,0.86,89057000000,26947000000,21169000000,367767000000,551622000000,165536464896,7142889984,T
4684,303997,2.3,1695754000,819299000,116723000,11701773000,19608662000,15343091712,135432000,ATO
12600,1176199,1.03,4021400000,564700000,1528400000,7757700000,8606800000,46277918720,219972992,ADSK
65100,71328,26.48,7717785000,2749190000,1171335000,16313735000,14516199000,38511431680,19848900,AZO
2839,125050,1.02,1448687000,1010089000,420251000,8965555000,19902016000,33674643456,139752000,AVB
36000,211929,2.4,2312800000,988700000,162700000,6047200000,7971600000,13789982720,82355296,AVY
54000,6499884,0.12,4049000000,428000000,3853000000,18562000000,35308000000,38509576192,953340992,BKR
24300,670149,0.72,2726000000,1034000000,563000000,16029000000,19714000000,29683726336,321496000,BLL
208000,16856742,0.86,93707000000,33976000000,342321000000,2899429000000,3169495000000,349619781632,8064860160,BAC
8800,1272901,0.52,3855000000,1423000000,1979000000,7543000000,6026000000,11882739712,244099008,BBWI
60000,1283068,0.76,5250000000,1477000000,2951000000,24400000000,33521000000,38834229248,503196992,BAX
75000,337053,3.19,9576000000,2242000000,2283000000,30189000000,53866000000,74734682112,284671008,BDX
7681,182870,1.08,4029355000,1282905000,1568843000,25418684000,32086414000,17448388608,176791008,WRB
57750,826473,2.23,11634000000,3028000000,2936000000,14484000000,17504000000,21696212992,225228000,BBY
7900,109040,5.21,1665661000,5438149000,470783000,4108661000,17775795000,17060493312,24860700,BIO
2700,35048,1.79,634415000,148175000,199091000,691723000,2262957000,17041890304,39288300,TECH
9610,255214,5.34,8872000000,1780100000,2261400000,12917600000,23877300000,31099578368,146963008,BIIB
18400,252536,7.77,9818000000,8173000000,9072000000,113755000000,152648000000,111522807808,152042000,BLK
49100,1211067,0.97,16162000000,4648000000,35668000000,401047000000,444438000000,42086543360,807105984,BK
20097,158364,-5.26,8780000000,1465000000,11127000000,17463000000,23641000000,88521867264,40887700,BKNG
49300,781350,1.21,2855000000,789000000,1841000000,9313000000,16575000000,9052981248,239972992,BWA
743,138316,0.59,1826695000,631932000,452692000,14332030000,22365258000,19474042880,156676000,BXP
41000,5103247,0.37,8241000000,1077000000,1925000000,15607000000,32229000000,60314591232,1426720000,BSX
32200,4483370,1.74,37048000000,8098000000,13979000000,73308000000,109314000000,155086372864,2179709952,BMY
20000,436950,6.62,20288000000,6765000000,12163000000,50581000000,75570000000,247924539392,408280992,AVGO
13704,95716,1.76,1422900000,696200000,274500000,6310600000,8119800000,17613922304,116773000,BR
12023,323170,0.7,1413388000,762823000,887009000,5598550000,9795443000,19568857088,282216000,BRO
16877,284073,1.28,1608479000,1022291000,257413000,5006178000,7028112000,13546435584,128799000,CHRW
9300,374903,0.83,2681238000,768435000,1088940000,1645624000,4386299000,44052049920,277336000,CDNS
49000,636678,-2.03,4924000000,-1269000000,1070000000,33490000000,38031000000,16728359936,214123008,CZR
14100,811710,0.57,2814000000,1336000000,69000000,8580000000,11734000000,13048697856,301704000,CPB
50767,815254,7.03,32379000000,15809000000,21746000000,371352000000,432381000000,54472683520,405670016,COF
44000,869791,1.53,6975000000,323000000,3407000000,42659000000,44453000000,15831265280,277060992,CAH
27000,572570,1.27,2941935000,965257000,132319000,17176928000,21541541000,16079075328,161680000,KMX
58000,1117424,0.48,6008000000,2400000000,2987000000,19078000000,26172000000,40027951104,853006976,CARR
17300,310297,0.82,1352000000,715000000,896000000,4838000000,9112000000,18824560640,179128000,CTLT
1196,105207,1.53,1476100000,756100000,341900000,3209700000,6814500000,12523602944,106602000,CBOE
105000,329864,0.86,6166529000,2409421000,2430951000,12714374000,22073491000,30012090368,332323008,CBRE
13900,131815,1.74,3568500000,1297800000,258100000,12493700000,13199400000,23985827840,134944000,CDW
8529,156398,3.46,2682000000,2248000000,536000000,7438000000,11975000000,15384949760,108029000,CE
72500,3188308,1.63,19574000000,1813000000,13118000000,51353000000,78375000000,48258387968,582865984,CNC
