employees,volume,eps,profit,income,cash,liab,assets,cap,shares,ticker
8400,349833,2.74,1883566000,807380000,1397880000,2592045000,7221470000,13833754624,108432000,QRVO
43700,393296,0.83,1953259000,622901000,229097000,7738268000,12855189000,18424846336,142690000,PWR
45000,3352979,1.9,19304000000,10274000000,7116000000,31290000000,41240000000,1.74E+11,1127000064,QCOM
40000,711281,3.76,4243000000,2677000000,872000000,7049000000,13611000000,17052798976,119455000,DGX
12100,241586,0.38,2890700000,-74800000,2579000000,5283100000,7887500000,8267860992,46286000,RL
15000,178916,1.67,9254000000,1791000000,7201000000,53588000000,61891000000,22084700160,207602000,RJF
174000,1995161,0.9,12525000000,4931000000,7832000000,86705000000,1.61E+11,1.51E+11,1492329984,RTX
432,215517,0.47,877185000,367231000,93097000,4682631000,10792563000,11763567616,171372992,REG
10368,261328,10.09,10726100000,9325800000,2885600000,6666000000,25434800000,73359884288,106716000,REGN
19626,2368569,0.63,6960000000,3215000000,1350000000,1.45E+11,1.63E+11,21390358528,937145984,RF
35000,260526,0.93,4648000000,1575100000,29000000,15975300000,24955000000,41006292992,316431008,RSG
7970,555278,1.3,1889459000,883662000,295278000,1842446000,4728125000,33999405056,146234000,RMD
14600,213621,0.98,2696028000,803780000,619001000,1571308000,2952359000,12967971840,110686000,RHI
24500,168493,2.41,2897700000,1526200000,662200000,8007500000,10701600000,31676190720,116196000,ROK
16482,209396,0.14,1261683000,474838000,105301000,898822000,1980870000,16428466176,492086016,ROL
19300,91323,3.39,3917400000,1271000000,351500000,12150100000,23713900000,48957550592,105603000,ROP
84900,1438952,-4.44,-1083258000,-5305699000,2701770000,27172799000,32258355000,19322853376,255003008,RCL
22850,665100,3.39,6102000000,4164000000,6497000000,9490000000,15026000000,1.45E+11,354359008,SPGI
73541,4689039,1.21,19466000000,1532000000,5464000000,37078000000,95209000000,2.09E+11,985000000,CRM
1596,227083,-0.11,1735729000,252564000,367278000,15067853000,9801699000,34566238208,107920000,SBAC
16500,180682,0.78,1680900000,716200000,561000000,5980600000,6229300000,10115487744,148158000,SEE
15390,1035589,2.95,4705000000,1561000000,559000000,44626000000,72045000000,50075353088,315654016,SRE
16881,476257,1.52,4543000000,249000000,1728000000,7103000000,10798000000,1.15E+11,200000000,NOW
61000,484534,2.06,8542700000,2248600000,165700000,18229500000,20666700000,64579428352,260548000,SHW
1854,699049,3.24,1951374000,1247774000,29620671000,1.11E+11,1.18E+11,18828496896,62751200,SBNY
2400,405570,1.36,4143625000,2725906000,533936000,29376654000,33777379000,49321271296,328588000,SPG
11000,356265,2.37,2512400000,1598700000,882900000,3293600000,8590700000,22111289344,164006000,SWKS
7100,373584,1.89,3142100000,1171900000,334300000,8159400000,16284200000,14189560832,108458000,SJM
12800,89665,3.5,2382800000,1088400000,779900000,2555900000,6759700000,11052171264,53438600,SNA
3964,645559,0.98,629318000,187224000,530089000,1582021000,2892060000,17843214336,52818700,SEDG
27027,1502451,0.98,10061000000,2561000000,1798000000,94967000000,1.28E+11,72901419008,1060230016,SO
55100,2258013,-1.72,2172000000,1325000000,12480000000,25906000000,36320000000,25423319040,592342016,LUV
71300,908389,3.13,5233200000,1660000000,142300000,16587600000,28180000000,23246850048,163411008,SWK
383000,3659293,0.62,8435400000,5356900000,6455700000,36707100000,31392600000,99627483136,1150300032,SBUX
38784,362195,1.47,12060000000,3171000000,3631000000,2.87E+11,3.15E+11,32426215424,366067008,STT
13000,90538,1.63,1368778000,517533000,220531000,2683003000,6574471000,23142354944,100127000,STE
46000,736102,1.93,11262000000,2281000000,2944000000,19754000000,34631000000,97225383936,377544992,SYK
6567,139945,10.03,5764000000,2724000000,14012000000,1.95E+11,2.11E+11,33803139072,58809600,SIVB
18000,2399158,1.73,9466000000,5503000000,8337000000,82093000000,95748000000,19005577216,521272000,SYF
16361,423045,1.7,3390877000,805514000,1432840000,3453317000,8752260000,49187647488,153099008,SNPS
58000,728141,0.22,9356749000,584728000,3007123000,19826055000,21413539000,40824111104,507447008,SYY
75000,2008829,0.74,45546000000,3351000000,6631000000,1.37E+11,2.07E+11,1.57E+11,1249289984,TMUS
7529,408481,3.01,4678700000,3994600000,1523100000,2255300000,12509000000,33566164992,228092992,TROW
6495,544942,0.94,1876760000,677816000,1422884000,2696326000,6028218000,17426262016,115416000,TTWO
12100,1675765,0.51,4073800000,897300000,2007700000,5123100000,8382400000,9910184960,263990000,TPR
450000,1420584,3.69,31042000000,8907000000,5911000000,40984000000,53811000000,1.01E+11,462417984,TGT
14500,100441,3.19,1843800000,533800000,474700000,6808300000,14430300000,21253652480,46765800,TDY
14000,367020,2.87,1552902000,559468000,445084000,3116974000,6871722000,15362579456,46870000,TFX
5900,397427,1.11,2206656000,1160955000,1122199000,1246981000,3809425000,19257782272,162416992,TER
99290,27376792,0.93,13606000000,6343000000,17576000000,30548000000,62131000000,1.04E+12,1033510016,TSLA
31000,2184998,1.87,12376000000,8919000000,4631000000,11343000000,24676000000,1.67E+11,923547008,TXN
130000,534247,7.21,19638000000,8837000000,4477000000,54146000000,95123000000,2.25E+11,391192000,TMO
22000,331906,1.55,4477153000,1280088000,878030000,5764802000,7767467000,26156902400,112772000,TSCO
13300,65581,2.58,2549000000,715000000,4787000000,22225000000,19315000000,36887011328,55462100,TDG
30184,294982,2.73,9475000000,4458000000,761000000,91579000000,1.20E+11,43996647424,241500992,TRV
11931,278709,0.66,2122600000,574600000,325700000,3154900000,7099600000,17620289536,251216000,TRMB
50283,1724140,1.18,23109000000,7993000000,20295000000,4.72E+11,5.41E+11,77625507840,1328120064,TFC
7500,6177356,0.16,3279972000,-411113000,2186549000,6752317000,14059516000,30752622592,800641024,TWTR
6800,31583,1.43,709644000,158981000,309171000,2408129000,4732161000,17953280000,41348900,TYL
137000,887343,1.34,6861000000,4041000000,2507000000,18455000000,36309000000,30840418304,292455008,TSN
68796,2407388,1.45,23762000000,10166000000,28827000000,5.18E+11,5.73E+11,83451822080,1485040000,USB
1219,680617,0.01,857633000,162432000,967000,6001474000,10775220000,30041014272,318264992,UDR
7100,1923338,0.16,2862014000,392132000,1669453000,2902402000,4991396000,7669574144,188668992,UAA
7100,931505,0.26,2862014000,392132000,1669453000,2902402000,4991396000,7691553280,253218000,UA
29905,1102531,2,12747000000,8478000000,960000000,49364000000,63525000000,1.71E+11,636899008,UNP
84100,5451407,-7.5,3265000000,-2557000000,18283000000,63146000000,68175000000,13506583552,324625984,UAL
350000,970134,5.31,69652000000,22310000000,21375000000,1.36E+11,2.12E+11,4.74E+11,940899008,UNH
267890,698436,2.77,26867000000,16595000000,10255000000,55136000000,69405000000,1.89E+11,733368000,UPS
20400,344363,3.45,3890000000,1846000000,144000000,14301000000,20292000000,25804648448,72421904,URI
68300,263057,2.44,5051039000,1293313000,115301000,6895371000,13093543000,10723878912,67552000,UHS
9794,2099665,-1.73,5487000000,1543000000,4122000000,38071000000,57888000000,39076806656,409416992,VLO
434,444274,-0.15,1738766000,61386000,149725000,13491743000,24717786000,23909834752,399496000,VTR
902,165919,1.33,1135643000,782219000,223487000,3244283000,1983764000,23550400512,110167000,VRSN
9367,768607,1.23,1940800000,875400000,280300000,4965600000,7808100000,33588797440,161283008,VRSK
118400,13524444,1.31,77312000000,29420000000,2921000000,2.83E+11,3.67E+11,2.14E+11,4197819904,VZ
3900,508015,2.98,3619100000,2730400000,6795000000,3332500000,13432500000,63898824704,254576992,VRTX
27200,985857,0.27,4911950000,456472000,815750000,10697865000,13754029000,21759068160,388902016,VFC
37000,5285387,0.92,7749900000,-664400000,701200000,34350100000,54842800000,13184421888,1209580032,VTRS
21500,2198473,1.38,23375000000,16063000000,16487000000,45307000000,82896000000,4.67E+11,1658419968,V
3224,295943,0.02,907836000,197057000,1760225000,10062667000,17266588000,9392309248,191724000,VNO
11912,178443,0.69,1373400000,873800000,235000000,7114900000,13682600000,23870689280,132792000,VMC
25000,323209,0.89,2430000000,737000000,473000000,8215000000,18454000000,17780428800,185290000,WAB
2300000,3100798,1.69,1.44E+11,18696000000,14760000000,1.53E+11,2.45E+11,3.90E+11,2751780096,WMT
202000,5503741,1.26,28067000000,2622000000,1193000000,57145000000,81285000000,40228474880,863272000,WBA
48500,389273,1.06,6820000000,2349000000,118000000,21971000000,29097000000,63950045184,414587008,WM
7800,189815,2.29,1629341000,806193000,501234000,2727378000,3094932000,19760158720,60515600,WAT
6938,545795,1.61,3003100000,1497600000,16300000,27875200000,38988500000,30032566272,315435008,WEC
247848,9764723,1.02,82948000000,28816000000,2.99E+11,1.76E+12,1.95E+12,1.98E+11,3814560000,WFC
464,444838,0.17,1960283000,383192000,269265000,15912452000,34910325000,41376874496,447342016,WELL
10065,77986,2.05,1175800000,769000000,762600000,978400000,3313800000,30145478656,74281600,WST
50000,1244925,0.54,3460100000,1085900000,290900000,17562600000,29254300000,12223657984,263214000,WRK
9214,2429617,0.91,4098000000,3316000000,1879000000,6885000000,17652000000,28595671040,746331008,WY
69000,360176,7.2,4409000000,2324000000,3044000000,15272000000,20285000000,10748331008,58462500,WHR
4783,2893409,0.35,5195000000,2073000000,1680000000,33511000000,47612000000,39787778048,1217309952,WMB
26950,837726,-2.41,2035483000,-1011516000,2522530000,13367041000,12530826000,9198752768,115899000,WYNN
11321,1036364,0.67,5205000000,1527000000,166000000,42239000000,57851000000,37665050624,544214016,XEL
