employees,volume,eps,profit,income,cash,liab,assets,cap,shares,ticker
35700,1256006,1.36,10777000000,8145000000,2988000000,44251000000,62990000000,48166199296,735086016,DOW
10300,248974,2.44,3336000000,656000000,28000000,31006000000,39719000000,24455084032,193742000,DTE
27605,1170377,1.26,12206000000,3764000000,343000000,118451000000,169587000000,81978851328,769899008,DUK
28000,1182268,0.61,5850000000,2196000000,2011000000,18657000000,45707000000,39091204096,512907008,DD
134000,411081,0.74,3835000000,654000000,2968000000,16730000000,22038000000,7877881856,244478000,DXC
14000,419618,2.13,2504000000,1082000000,459000000,9731000000,15519000000,14220011520,128968000,EMN
85947,415869,1.44,6335000000,2896000000,297000000,17576000000,34027000000,61124218880,399569984,ETN
10800,2356868,1.08,7770000000,398000000,1379000000,16848000000,26626000000,32643112960,587529024,EBAY
47000,1039276,0.81,5211200000,1414200000,359900000,13953300000,21206400000,50021638144,286296000,ECL
13003,1334016,0.79,8708000000,623000000,390000000,56956000000,74745000000,25151047680,380788000,EIX
15700,1479151,0.54,3983600000,1702000000,862800000,2666700000,8502600000,67300118528,623206976,EW
11000,753474,1.23,4135000000,1017000000,5260000000,5448000000,13288000000,35239931904,281222016,EA
86700,818203,0.97,7563000000,2912000000,2354000000,14792000000,24715000000,58081320960,594000000,EMR
2260,1117979,0.56,554422000,120928000,119316000,1649088000,2079256000,26134931456,133936000,ENPH
12369,269099,1.47,4883866000,1309866000,442559000,47529438000,59454242000,22322927616,203028000,ETR
2800,1646263,1.62,13034000000,5933000000,5209000000,16056000000,38236000000,72471158784,585388992,EOG
58824,738188,1.81,1274447000,533392000,1446625000,1027390000,3523227000,17097677824,56878500,EPAM
12700,225900,1.97,2943000000,949200000,224700000,7439700000,11040900000,28800460800,122085000,EFX
10944,101322,1.74,2787604000,608952000,1536358000,17036934000,27918698000,64645062656,90721000,EQIX
2400,350097,0.15,1515205000,1397629000,123832000,9483056000,21169241000,34135150592,375916992,EQR
1739,69718,2.59,1070627000,515691000,48420000,6786699000,12997873000,22810103808,65248400,ESS
44640,428612,1.62,12391000000,3331000000,4958000000,15023000000,21971000000,99128385536,232424000,EL
2402,1337284,1.0,1674602000,471654000,780196000,3203190000,3831809000,18606524416,127033000,ETSY
4930,435519,0.55,2656700000,1009300000,26200000,19278800000,28520500000,14880055296,229312000,EVRG
9227,453512,1.08,4751056000,1572269000,66773000,33736730000,48492144000,29098293248,344440000,ES
31518,2354985,-0.06,10183000000,2199000000,1182000000,98218000000,133013000000,42474237952,980137024,EXC
14800,1049558,-2.02,7076000000,-38000000,4111000000,17996000000,21548000000,29403240448,150231008,EXPE
19070,441771,1.67,2216724000,1924616000,1728692000,4111938000,7609929000,17303930880,167210000,EXPD
4309,154614,1.53,1230417000,898082000,71126000,6688501000,10474477000,27417319424,134153000,EXR
63000,12415305,0.65,90045000000,31234000000,6802000000,163240000000,338923000000,352192364544,4233590016,XOM
6270,171199,2.5,2116627000,386937000,580977000,2637067000,4997280000,12655715328,60738200,FFIV
10898,167929,2.72,805045000,467617000,681865000,1208587000,2224940000,16236542976,37797200,FDS
18370,913391,0.37,2777200000,1207800000,236200000,1256800000,4299000000,32927442944,575553984,FAST
310,86250,0.6,643333000,269081000,162132000,4745464000,7622320000,9226860544,78616800,FRT
384000,632815,5.01,23730000000,6674000000,7087000000,58609000000,82777000000,57617858560,259178000,FDX
19112,2258268,0.93,8297000000,3517000000,2994000000,188906000000,211116000000,31451820032,685673024,FITB
6295,446104,1.79,4975000000,1828000000,12947000000,165189000000,181087000000,29609351168,179603008,FRC
12395,1089555,0.69,7418000000,1559000000,1462000000,36757000000,45432000000,24767186944,570344000,FE
